Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71367764
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3,13.62404576
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28,57.915983999999995
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.307926
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.43554904
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28,32.23989776
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3,22.50449664
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3,19.41564416
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72253096
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.57526284
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100,48.15300384
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43165204
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.021683592
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28,41.40992856
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.363393916
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.675936308
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28,55.55108132
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.49592324
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14,29.59230992
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,23.639177145812038
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.39665864
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91369566
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.287661424
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.698299404
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.165883972
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.569747032
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,28.99936056
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,35.754255430541356
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17017076
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.79615496
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.98790924
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14,47.7117392
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100,56.06129356
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56,39.64487
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38286912
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100,42.34761592
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,63.52831864
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35047372
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56,74.3649114581204
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100,45.83636448
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53077668
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.86585204399999
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.322814728
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72331036
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14,35.9561734
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.923778
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100,56.8128224
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.721921436
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52062436
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.082437432
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28,78.80021203999998
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.05855560000001
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41427518
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.443632932
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.49916068
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28,41.36856
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.917063088000003
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.14922668
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95395504
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56,39.58971192
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69039536
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91428524
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,68.75060685418796
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14,22.31833812
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28,46.68441996
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,51.021224
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77327244
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14,16.87837248
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14,33.72916592
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.251958604
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3,15.60973664
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28,44.63667624
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56,53.46196904
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.732333556
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28,45.93978588
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08313688
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87447548
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100,56.7438748
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56,53.72396992
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.934619796
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.813781648
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.763899519999995
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.435269296
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.36856
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.923778
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56,61.06688932
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.813621744
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28490352
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.664355176
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14492992
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28,56.83350668
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28,51.3314882
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.503987012
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01296026
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.5748832
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.24927068
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.00065956
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.97841648
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75116932
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.337723399999998
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.89607912
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14008364399999
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14,28.6822016
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.654902304
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.102692036
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.4388066
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.32823064
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3,30.44726016
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.41734292
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.446370892
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28,43.73346268
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.732763231999996
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3009114
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.720462532
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.32693164
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.42637608800001
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28,55.45455468
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.746162964
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3,23.80071152
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.46598588
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28,50.23522136
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61287436
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.089012384
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28,38.50033984
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.234302000000003
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28,48.28400428
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.22532884
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.306517131999996
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.542997428
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28,37.2661778
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.033934256
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56,51.25564584
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.10960674
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.30117120000001
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93419012
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.169511199999999
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14,26.77235308
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.275580636
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54026944
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.234192132
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14,25.3727168
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.483912255999998
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28,57.02655996
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.909079268
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.40005615999998
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.931941843999994
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3,17.22311048
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7,15.069975430541358
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25082948
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56,59.59042571527068
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.69561148
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.596806471999997
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.6440906
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,38.01770664
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.48629052
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.56836808
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44154456
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,53.65502232
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.22766704
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.568648
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3,21.78054684
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99050724
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28,33.27411176
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.17966352
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,66.78067543054136
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.956952799999996
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.7529678
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.79941252
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.569637164
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,44.42293868
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.284354003999994
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.957582268
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3,13.18278112
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.281965768000003
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56,36.56291228
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.43684804
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.131420144
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.82725136
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.964187312
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.908319811999995
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36256448
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2032056
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3,7.315340359999999
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28,46.68441996
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.98920824
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05140104
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88163004
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42357812
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.043137300000005
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.8903434
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.98611076
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.535882756
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28,72.09850532
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.19657064
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3,34.77027468
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3,12.5484632
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.935499091999997
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.27736932
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.12632404
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87173752
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.32641204
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,51.0556978
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.604880392
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.947729812
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13387836
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,33.70158688
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.2804368839999976
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28088668
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100,39.2311844
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14,38.60376124
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.315540328000004
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7,40.28509771527068
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.0178466
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100,44.20920112
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94472208
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69143456
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.8686899
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.942373908
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.81242264
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.94882902
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.561653168
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14,21.50475644
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.0305768
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56,23.24519085418796
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.617500724
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.374375495999999
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.0621928
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100,52.95865156
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56,61.855846854187966
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.88736576
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.68779736
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.461039708
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29453624
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.49968028
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42345828
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999998
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.074243672
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.62704352
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.542307952
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.85834776
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52272288
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.171030112
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.539060364
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100,58.60546
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.71882378
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14,29.93015316
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39366088
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.823194455999996
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.588422892
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.247292176
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.93522932
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.80439875600001
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14,20.91870184
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3,35.36322404
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37264682
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3,29.548971430541357
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.84897484
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.70158688
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.023662096
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.01900564
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.439675924
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.664035368
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56,39.2656582
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91154728
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.143910664000002
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88455782
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.98740975999998
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28,29.21999288
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3,23.13881456
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56,43.49904084
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23236356
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.5992248
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14,38.76923548
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.073134491999998
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.540929
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.526310044
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.51802636
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.765208492
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.526869708
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.335934716
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100,40.56876784
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28,31.267736600000006
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3,10.76272036
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.859147104
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.65839972
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3,15.43736764
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.421479776
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58281716
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05347944
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.293786756
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.48329276
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56,42.69924868
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52062436
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.60376124
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.24509376
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54104884
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61185510399999
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.15794004
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.922658848
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.680203152
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.59634688
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.416073836
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.698039603999995
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.680642799999994
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.068218236
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.0969264
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100,47.81516060000001
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3,18.01600788
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.1269836
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.596896395999998
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14,24.28334472
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.63745564
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.419591196
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.6469484
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436
